,customer,real estate type,loan amount,mortgage collateral MV,additional collateral MV,additional collateral type,lgd
350,private,appartment,657565.2089804689,900363.1833012087,0.0,none,0.0
351,private,appartment,1121135.9988992014,1305805.074073186,51727.53644137832,retirement account,0.0
352,private,appartment,1264596.9226940353,1571628.080050936,10779.146967591521,retirement account,0.0
353,private,appartment,779448.605345165,994091.6436276148,0.0,none,0.0
354,private,appartment,152411.4385676598,188517.96852928106,0.0,none,0.00975537183536248
355,private,appartment,1047149.2594433106,1261741.3481872492,38462.03450754937,retirement account,0.0
356,private,appartment,431857.56052173954,545384.3974668622,6199.1573211815585,retirement account,0.17098718282961675
357,private,appartment,1134642.6142374522,1362596.4480908392,170291.26316690323,retirement account,0.0
358,private,appartment,439376.4400790471,478030.19811249024,47361.48683490573,retirement account,0.0514596022712255
359,private,appartment,592747.7258392744,752555.9952332602,19020.631207018796,retirement account,0.0
360,private,appartment,396806.18446882174,408683.6890154289,92851.91472315083,retirement account,0.0
361,private,appartment,526082.4515985047,641192.0515067015,39840.477903771774,retirement account,0.0
362,private,appartment,451606.64574297186,489923.00564403634,90495.55533103443,retirement account,0.0
363,private,appartment,1827731.867318834,2147965.369425896,59882.48360202388,retirement account,0.0
364,private,appartment,770127.183339714,1003282.2198665993,0.0,none,0.0
365,private,appartment,1301931.6488431548,1492498.9806313554,155478.27133425372,retirement account,0.0
366,private,appartment,468075.05899918533,567661.5748597169,55713.049316904944,retirement account,0.0
367,private,appartment,3890190.5740315896,4948465.679292945,0.0,none,0.0
368,private,appartment,1040135.5208514268,1286353.1780901835,0.0,none,0.0
369,private,appartment,830423.5780387385,1108678.8906288939,0.0,none,0.0
370,private,appartment,1185252.8979661567,1523469.500628934,3627.8012928138855,retirement account,0.03539038290604963
371,private,appartment,824528.8636498128,1025375.7880671537,38796.37373053008,retirement account,0.0
372,private,appartment,1316623.1118276834,1490132.5165774862,75695.45495790464,retirement account,0.06721294530296176
373,private,appartment,1038464.4132524346,1224350.7131615407,0.0,none,0.0
374,private,appartment,867728.1710789768,1040719.2104458082,87024.71501081366,retirement account,0.0
375,private,appartment,574557.3210347916,689639.3473296949,0.0,none,0.0
376,private,appartment,1852787.4563454948,2095130.4210125045,389837.38967090193,retirement account,0.0
377,private,appartment,676382.0404460627,910262.1126028562,4723.740840136207,retirement account,0.0
378,private,appartment,398197.90788911615,487237.90455138544,39939.80633812474,retirement account,0.012730211716986855
379,private,appartment,658803.8591933686,734991.5840461205,48854.07171256145,retirement account,0.025246782541577337
380,private,appartment,952664.209922373,1126248.7856914955,22865.82962943039,retirement account,0.0
381,private,appartment,646076.6393736647,803706.5246272478,0.0,none,0.0
382,private,appartment,663626.413586117,734375.7044419679,127606.39283086342,retirement account,0.0
383,private,appartment,862875.2845674575,1032399.7457661132,33137.30325494163,retirement account,0.0
384,private,appartment,750102.1351675105,985429.9617648993,0.0,none,0.0
385,private,appartment,857379.1966795526,976556.9449381211,39040.632291409,retirement account,0.0
386,private,appartment,476497.0537986851,608176.351718786,18587.543068686533,retirement account,0.0
387,private,appartment,647312.9112153358,826321.0780282334,6188.518074244757,retirement account,0.02285474729866295
388,private,appartment,988819.1501944,1238816.2167031697,0.0,none,0.0
389,private,appartment,387017.1133793894,435835.09650421166,42828.98328252802,retirement account,0.0
390,private,appartment,749656.8598969219,920008.632066122,27647.602771591693,retirement account,0.0
391,private,appartment,640417.415787761,795374.6690676805,0.0,none,0.0
392,private,appartment,544590.9264200641,666076.3167390125,12013.093281127438,retirement account,0.0
393,private,appartment,1781936.4446798817,2139798.1332167718,0.0,none,0.07203660405388146
394,private,appartment,304812.3854030485,367202.2021015838,0.0,none,0.0
395,private,appartment,453325.5332858323,514543.8450655799,79081.33012720002,retirement account,0.0
396,private,appartment,708153.1540572086,897494.9370828433,0.0,none,0.0
397,private,appartment,566514.5437013124,645700.0722037454,108036.78599384525,retirement account,0.0
398,private,appartment,461905.9559725974,619467.8113419535,0.0,none,0.0
399,private,appartment,677442.241984044,708207.470503931,192269.38289483564,retirement account,0.0
400,private,appartment,646295.75063482,813136.6543500808,0.0,none,0.08091704479378788
401,private,appartment,559251.6698885032,709705.6111551656,6745.4039457160825,retirement account,0.0
402,private,appartment,1136791.2791826017,1322947.855038524,49397.15245122825,retirement account,0.0
403,private,appartment,424315.9158804333,559878.9566460286,0.0,none,0.0
404,private,appartment,853329.60926375,1015429.2060634252,3116.5555802102936,retirement account,0.16015368695088447
405,private,appartment,701232.7142428446,902000.7866233065,35395.34760203368,retirement account,0.0
406,private,appartment,1554678.0101421322,1825436.898648403,106800.91119869014,retirement account,0.1513680594361068
407,private,appartment,432953.7657983702,579043.4266081041,0.0,none,0.0
408,private,appartment,1040027.1923174598,1427592.5404370925,0.0,none,0.0
409,private,appartment,325197.13788099535,408668.87250797165,0.0,none,0.0
410,private,appartment,752758.7168178937,805587.4410349443,94109.52713203333,retirement account,0.0
411,private,appartment,533530.7630938736,721814.8254170896,0.0,none,0.0
412,private,appartment,744824.6367265831,911759.4370498323,0.0,none,0.0
413,private,appartment,458586.04228949716,576402.8089261481,20574.30479750049,retirement account,0.0
414,private,appartment,1759647.098180876,2132353.985168409,112891.37589591142,retirement account,0.0
415,private,appartment,928551.4026766701,1050913.614601524,135522.8751995804,retirement account,0.0
416,private,appartment,625562.4630092987,749379.9224276015,44441.67616923754,retirement account,0.0
417,private,appartment,648439.8249796589,799077.9662750432,0.0,none,0.10850709717727916
418,private,appartment,674731.4613203014,733473.4445356,129690.91944971349,retirement account,0.0
419,private,appartment,774115.5445347079,952835.6896524113,32513.195543561542,retirement account,0.03690743711751054
420,private,appartment,801703.670685214,1065978.604647487,0.0,none,0.004658916168349767
421,private,appartment,436225.81731707475,574312.4008879815,0.0,none,0.0
422,private,appartment,613572.5422362882,769593.0796592822,0.0,none,0.0
423,private,appartment,799672.1828438923,937121.6867417174,133342.48393882424,retirement account,0.0
424,private,appartment,819202.0017012778,1057558.1417021367,0.0,none,0.0
425,private,appartment,519174.61610216554,583702.4228219271,88511.06124468635,retirement account,0.0
426,private,appartment,919144.6643246607,1095261.916050168,23751.504939356506,retirement account,0.037795447012893855
427,private,appartment,758619.6554940201,934171.6404175161,10731.313688231217,retirement account,0.0
428,private,appartment,440479.1947936183,550226.5449661685,11572.143568656827,retirement account,0.0
429,private,appartment,700966.621716803,904320.5927060382,0.0,none,0.0
430,private,appartment,475711.40197926597,599455.6507244573,0.0,none,0.0
431,private,appartment,465432.7204765717,580277.6861277949,23803.49594091403,retirement account,0.0
432,private,appartment,766023.993521704,917010.1170496246,80729.23106476582,retirement account,0.0
433,private,appartment,631149.6540815346,814796.572115318,0.0,none,0.0
434,private,appartment,1135552.823105518,1287992.9465999801,167350.6550672417,retirement account,0.0
435,private,appartment,352341.69322928746,429753.4926895421,12346.485247360733,retirement account,0.0
436,private,appartment,790690.4621343066,985627.7696127794,0.0,none,0.0
437,private,appartment,902380.010650496,1069390.2813622719,98426.09102862503,retirement account,0.0
438,private,appartment,494110.3624464763,618867.15766588,0.0,none,0.0005622133088896566
439,private,appartment,644982.7422518957,783775.973739638,32808.38995489839,retirement account,0.0
440,private,appartment,1158861.7734534887,1355548.8369145752,96187.83696432057,retirement account,0.0
441,private,appartment,414775.63214761193,484427.53015947936,55630.98700831004,retirement account,0.0
442,private,appartment,558934.5095461162,715780.4102269877,0.0,none,0.0
443,private,appartment,352559.2772386977,413936.21878324973,0.0,none,0.07846872073248612
444,private,appartment,421619.8681101931,565141.3573305372,0.0,none,0.0
445,private,appartment,547108.079633671,644278.7602956202,32551.916240567105,retirement account,0.0
446,private,appartment,615984.9074297284,754237.5109254771,25229.6177275232,retirement account,0.0
447,private,appartment,304209.0733770114,363145.65401868225,20518.331082949033,retirement account,0.08109992557431764
448,private,appartment,1144806.0552833572,1377022.8661074,21849.04197283249,retirement account,0.0
449,private,appartment,577999.4769521869,651470.6577551222,39179.35323242476,retirement account,0.018480565098298582
450,private,appartment,633312.0642580767,684962.067887433,84976.2278030261,retirement account,0.0
451,private,appartment,519844.50257562863,604843.1157628918,7634.086057123376,retirement account,0.0
452,private,appartment,1049212.9813406882,1354379.097548999,0.0,none,0.008054840061068796
453,private,appartment,431188.177449426,529052.3177238121,26515.718970026934,retirement account,0.0
454,private,appartment,296739.44016469526,340135.97570575064,39946.74657812712,retirement account,0.0
455,private,appartment,407473.3750638221,475774.2755744516,18192.00920455458,retirement account,0.052083551768712676
456,private,appartment,730104.6976881158,985397.421035734,0.0,none,0.0
457,private,appartment,565773.1606781104,751237.1890141219,0.0,none,0.0
458,private,appartment,711358.3309894423,898067.375754217,374.1859019828903,retirement account,0.0
459,private,appartment,1722395.1280355377,2069641.025660308,96462.29331207147,retirement account,0.0
460,private,appartment,1478253.315759973,1753526.726416801,171502.553095751,retirement account,0.0
461,private,appartment,557871.2495638587,654991.2394351214,48580.035159254585,retirement account,0.0
462,private,appartment,1542379.302935177,1806090.3735430872,83976.04122814114,retirement account,0.0
463,private,appartment,290968.7153357512,333238.8167488193,32295.68145271752,retirement account,0.0
464,private,appartment,1151684.7656983219,1397499.8045480787,78094.05094034872,retirement account,0.0
465,private,appartment,402270.9492514381,431428.2394189608,96913.78028154909,retirement account,0.0647901523376568
466,private,appartment,270038.5982788691,321604.95289796067,13594.507878750821,retirement account,0.0
467,private,appartment,513266.0855044847,626634.020676721,0.0,none,0.009857086668922346
468,private,appartment,371808.9997800954,431486.15939008107,46808.77738522217,retirement account,0.0
469,private,appartment,477063.1577438609,620115.1676936834,0.0,none,0.0
470,private,appartment,1686711.0162930465,2082889.594640597,0.0,none,0.0
471,private,appartment,635689.0974988142,787835.1404624009,25082.26050074753,retirement account,0.0
472,private,appartment,449482.16978392575,537766.453190125,44988.44931116549,retirement account,0.0
473,private,appartment,1097780.032787525,1290242.8336647563,171136.6542920643,retirement account,0.0
474,private,appartment,293734.467629751,368530.2762002063,0.0,none,0.0
475,private,appartment,1344347.9877111304,1749428.8412712875,39171.28768836466,retirement account,0.0
476,private,appartment,777006.703027903,903902.4456685099,87064.14161455426,retirement account,0.0
477,private,appartment,407406.4759550962,466552.1785794079,31355.329010631096,retirement account,0.0
478,private,appartment,302730.6500273268,400562.7965713211,0.0,none,0.0
479,private,appartment,598146.2338233448,704221.5587304605,3433.334759776118,retirement account,0.10857312064569297
480,private,appartment,698261.4588589637,867517.5335149296,16159.147480516223,retirement account,0.0
481,private,appartment,1405413.6581784834,1987261.5658415516,0.0,none,0.0
482,private,appartment,698526.8822629884,786336.7757393842,97826.03520953064,retirement account,0.01683280117244573
483,private,appartment,986014.6801870621,1222510.9849679396,0.0,none,0.0
484,private,appartment,737002.1895177701,894688.4481694215,45017.56969243027,retirement account,0.0
485,private,appartment,632056.3056219833,777242.5576895431,0.0,none,0.06271170477958535
486,private,appartment,964065.7902694546,1180594.691394112,27802.283598924994,retirement account,0.14982831822101608
487,private,appartment,322451.69085969613,361013.81704331504,52208.4673015797,retirement account,0.0
488,private,appartment,339480.2831580335,354577.7343724909,90351.14091884514,retirement account,0.0
489,private,appartment,625178.9202889414,797623.1273901023,0.0,none,0.0
490,private,appartment,325193.3432142376,414540.7115469161,0.0,none,0.0
491,private,appartment,852072.2198805284,1081066.8882518008,0.0,none,0.0
492,private,appartment,357569.91463369713,454203.1250716455,0.0,none,0.05226173217424405
493,private,appartment,1195081.9022653187,1397676.5913183047,108021.22394405608,retirement account,0.0
494,private,appartment,439992.74516498373,497955.9873257984,52681.344506704234,retirement account,0.13194316190898897
495,private,appartment,281492.8060624891,315176.16496533185,53773.62842493282,retirement account,0.0
496,private,appartment,403390.4046388584,456870.566714362,51582.86989704073,retirement account,0.0
497,private,appartment,1065372.302899237,1236616.4634100404,69006.54705631737,retirement account,0.010001621052871657
498,private,appartment,491633.32166822,604106.1123995072,54124.571112039004,retirement account,0.0
499,private,appartment,702178.157700892,816638.8797591045,37510.623690430744,retirement account,0.0
500,private,appartment,1333370.473256305,1596987.5477031139,25854.996751826628,retirement account,0.29637782810936997
501,private,appartment,2192951.541612843,2552991.6119955666,146083.52240704646,retirement account,0.0
502,private,appartment,1954525.883542322,2377961.1732759625,50035.36807382902,retirement account,0.09317385665465124
503,private,appartment,918650.1062578402,1127820.3093819798,48939.04000571465,retirement account,0.0
504,private,appartment,1609219.6680763876,2212606.956752833,0.0,none,0.0
505,private,appartment,388539.294665003,534570.7153340301,0.0,none,0.0
506,private,appartment,428030.04533181264,560341.949368581,0.0,none,0.0
507,private,appartment,770138.2935047899,903444.8221807375,17065.242037101565,retirement account,0.0
508,private,appartment,1339637.0411948704,1637395.358547128,32966.25385494562,retirement account,0.0
509,private,appartment,642533.0840845631,786691.8982584703,0.0,none,0.0
510,private,appartment,830138.2978130268,1042867.3304275811,16758.17936230509,retirement account,0.0
511,private,appartment,884429.6103262736,1112403.9317953463,0.0,none,0.0
512,private,appartment,1036260.6877053652,1232641.9416046974,30397.200309472497,retirement account,0.06887100480102935
513,private,appartment,674347.3919444634,772271.9233681154,59817.026276016164,retirement account,0.0
514,private,appartment,470887.868333782,598476.4891139973,0.0,none,0.0
515,private,appartment,462233.0179333406,587954.5038469316,0.0,none,0.0
516,private,appartment,477892.83472775825,620926.6925206505,0.0,none,0.0
517,private,appartment,1003774.8405192319,1133144.700945345,125086.91681196346,retirement account,0.0011593302142820822
518,private,appartment,784278.4551558127,920868.8581278153,110695.97099412416,retirement account,0.0
519,private,appartment,426703.87679523684,533423.3822850109,0.0,none,0.056007731804987804
520,private,appartment,547520.8550555316,621817.8463246607,47109.50075028428,retirement account,0.0
521,private,appartment,462625.47694364324,505024.4058171602,89561.64580187538,retirement account,0.0
522,private,appartment,1413559.1811503423,1827102.3221469733,0.0,none,0.0
523,private,appartment,1132826.1243297637,1319102.3141786158,84266.28276249804,retirement account,0.0
524,private,appartment,379442.91800445074,473157.72157561994,28301.155144815548,retirement account,0.0
525,private,appartment,1402290.0901482527,1792788.5724388808,31215.982951850678,retirement account,0.07154473551366063
526,private,appartment,666157.9657879088,859209.0283665037,0.0,none,0.0
527,private,appartment,493545.3822914607,604517.7987324966,1539.2171427242956,retirement account,0.0
528,private,appartment,531850.3548748016,673470.6427710991,0.0,none,0.0
529,private,appartment,568401.2140924685,688497.5551650383,1898.3756179786744,retirement account,0.0
530,private,appartment,760744.5269379271,929452.9011228482,24049.275818630103,retirement account,0.0
531,private,appartment,763716.6701552719,927884.7830993037,0.0,none,0.0
532,private,appartment,631206.5375549076,766812.3020526939,68177.31294752866,retirement account,0.0
533,private,appartment,644743.7823483575,746854.2432275394,42415.917063351466,retirement account,0.0
534,private,appartment,578625.8221738228,695524.3313482915,35320.10939645451,retirement account,0.028714044028407576
535,private,appartment,265507.49976350344,339837.3351456393,0.0,none,0.0
536,private,appartment,507257.4338702147,570979.6727700747,9801.124977813242,retirement account,0.06024411833526609
537,private,appartment,617469.4639376478,711870.9165929941,38649.876123957634,retirement account,0.0
538,private,appartment,1800691.6158845038,1933903.1099730267,290041.8364583568,retirement account,0.015832636982733607
539,private,appartment,472077.8572181658,589679.050099442,0.0,none,0.0
540,private,appartment,597229.924867052,719713.1729305437,874.5433195627323,retirement account,0.0
541,private,appartment,1119077.086737221,1325908.3468833636,42087.198992931444,retirement account,0.0
542,private,appartment,697931.7988477332,786981.7094883845,90421.25970887032,retirement account,0.0
543,private,appartment,386331.32455032744,446806.11383291247,55057.89036382055,retirement account,0.0
544,private,appartment,447876.5464179493,580414.6875096047,0.0,none,0.0
545,private,appartment,201966.59108007295,247773.50245943802,29801.68768966913,retirement account,0.0
546,private,appartment,1451576.1844020623,1712843.9603778408,19473.840383964452,retirement account,0.0
547,private,appartment,525179.096958716,623125.4942518825,55977.15808838665,retirement account,0.006006022002602085
548,private,appartment,269239.5267593349,336774.0671466097,20368.20666962564,retirement account,0.0
549,private,appartment,534726.5914092136,660170.6192576321,6507.104971240859,retirement account,0.0
550,private,appartment,453510.0110957493,533048.8304617173,33606.91304359462,retirement account,0.0
551,private,appartment,433942.96526556485,484850.32905759884,59761.949089538764,retirement account,0.0
552,private,appartment,434058.148419247,533955.2673334358,10580.211932419146,retirement account,0.0
553,private,appartment,742891.320014074,911996.8811689841,86881.03702289556,retirement account,0.0
554,private,appartment,363124.1320093238,483240.86077596917,0.0,none,0.0
555,private,appartment,255070.8016332981,315282.3431788575,0.0,none,0.0
556,private,appartment,476367.7932329609,592662.4174085364,33132.98454056234,retirement account,0.0
557,private,appartment,1184924.8072510548,1315934.3342412591,139408.2064271756,retirement account,0.0
558,private,appartment,633915.3557027589,761086.6925052908,0.0,none,0.21064068966815125
559,private,appartment,287959.1564459809,363404.98620556435,11103.44999423174,retirement account,0.0
560,private,appartment,407786.3913145353,478190.1950216822,10692.671190442667,retirement account,0.0
561,private,appartment,2019387.0627854366,2544010.3583684247,24515.39175938601,retirement account,0.11034442034993126
562,private,appartment,845218.8040603005,1058313.3039416797,82443.90728368376,retirement account,0.0
563,private,appartment,909453.7168387317,1226279.3037262526,0.0,none,0.0
564,private,appartment,752209.9516396312,868112.5627545632,63072.47233153102,retirement account,0.0
565,private,appartment,1372946.3293960798,1542157.034875568,212505.2872619767,retirement account,0.0
566,private,appartment,646215.3474988068,740218.4569212735,82906.20363693441,retirement account,0.0
567,private,appartment,1187280.1432722043,1549251.3211657403,0.0,none,0.0
568,private,appartment,796585.3276661796,940475.5217612619,87900.9424490976,retirement account,0.0
569,private,appartment,205763.00316578182,250302.43408552627,0.0,none,0.0
570,private,appartment,844981.1316939471,1084159.6185081045,0.0,none,0.0
571,private,appartment,1202299.9268445163,1445839.197814574,112861.64607536579,retirement account,0.0
572,private,appartment,756102.9456916506,849478.1256732602,102926.25296393562,retirement account,0.0
573,private,appartment,989083.2998321919,1169897.6119639706,123407.52029836242,retirement account,0.0
574,private,appartment,1293527.3468036896,1545395.7465196708,69973.66186894797,retirement account,0.0
575,private,appartment,868817.536488789,1003356.0404838911,96582.6146740329,retirement account,0.0
576,private,appartment,587741.1251609992,703928.2196372215,43516.90941417921,retirement account,0.0
577,private,appartment,734827.9323328816,954433.6634176717,0.0,none,0.0
578,private,appartment,630241.7352182686,743351.8100009758,6486.665034371208,retirement account,0.08414461258246476
579,private,appartment,814177.4320078677,950312.0731678157,48916.20367577466,retirement account,0.0
580,private,appartment,530093.6396594336,645263.1775357886,3296.382143743835,retirement account,0.13515663014935123
581,private,appartment,486719.6615837772,615881.4820237395,0.0,none,0.0
582,private,appartment,1527380.3081713887,1875791.5816191025,72075.28674110281,retirement account,0.0
583,private,appartment,385480.6385633722,553069.2906994309,0.0,none,0.0
584,private,appartment,562004.6831465223,711637.1651407995,0.0,none,0.0
585,private,appartment,1645533.4161062525,2126298.479496993,0.0,none,0.0
586,private,appartment,468306.5558684577,652513.8006000478,0.0,none,0.0
587,private,appartment,656377.9984328569,769460.0765923874,24172.120813311274,retirement account,0.06478943014896105
588,private,appartment,799148.635795462,993081.0914466006,0.0,none,0.0
589,private,appartment,570346.7719915047,743935.8798786632,0.0,none,0.0
590,private,appartment,974413.0047310782,1273381.449705583,0.0,none,0.0
591,private,appartment,1444758.501142449,1735153.148223905,60365.24716057757,retirement account,0.0
592,private,appartment,601214.1275112251,760145.4600849322,3366.550566640974,retirement account,0.0
593,private,appartment,1043477.7724340525,1348028.0311998508,0.0,none,0.0
594,private,appartment,1663784.6300343266,2164638.298746426,0.0,none,0.0
595,private,appartment,1148044.1603174678,1565990.1849287546,0.0,none,0.0
596,private,appartment,644226.4563505009,740394.4615886816,95170.06845212744,retirement account,0.0
597,private,appartment,1144720.592217683,1381953.0356826654,106876.77892294317,retirement account,0.0
598,private,appartment,620858.9459762967,705885.6588506653,31332.62586722429,retirement account,0.043236426861741735
599,private,appartment,881125.9082136238,1025478.6362434945,53023.88775867691,retirement account,0.0
600,private,appartment,970369.1841216992,1167535.0633840295,5703.610559340628,retirement account,0.0
601,private,appartment,405474.9987491042,539995.8275106336,0.0,none,0.0
602,private,appartment,613734.8053440505,725625.9007008363,39196.552407564785,retirement account,0.0
603,private,appartment,522314.15947331797,635876.5476381925,30907.003724720133,retirement account,0.0
604,private,appartment,287920.8214534448,364008.16290654405,3108.9593262635735,retirement account,0.0
605,private,appartment,465899.7968338323,538694.6859497442,46920.673333700695,retirement account,0.0
606,private,appartment,386833.803097777,511515.3751259277,0.0,none,0.0
607,private,appartment,705096.1095230507,892535.7708675823,8707.021447632713,retirement account,0.0
608,private,appartment,497991.8118537836,608315.4787925394,60520.94120345511,retirement account,0.0
609,private,appartment,431234.6231140589,582624.6833298928,0.0,none,0.0
610,private,appartment,1643217.9201720275,1992764.7749983713,77816.7449873015,retirement account,0.06294747750757418
611,private,appartment,1070857.9655506327,1461022.8473851546,0.0,none,0.0
612,private,appartment,288530.1620765315,410664.9465217291,0.0,none,0.0
613,private,appartment,365755.2175222886,464605.47894244525,0.0,none,0.0
614,private,appartment,343663.85794615507,450947.74364876153,0.0,none,0.0
615,private,appartment,629274.9613949673,733827.0777393883,15033.462897056186,retirement account,0.0
616,private,appartment,1070015.2847429982,1423283.1810988812,0.0,none,0.0
617,private,appartment,411720.4447789509,508339.977780509,41328.16117440316,retirement account,0.0
618,private,appartment,727682.615527905,851346.4419244438,26349.774945568497,retirement account,0.0
619,private,appartment,230780.9842221958,276509.23484897794,12991.427093525082,retirement account,0.0
620,private,appartment,662278.5767081649,791238.3468843043,0.0,none,0.012515807183903478
621,private,appartment,1170184.9602746363,1393247.3949168604,7811.363124047132,retirement account,0.0
622,private,appartment,218632.2967282942,230358.90702161184,55227.63098330254,retirement account,0.0
623,private,single family house,1638781.2804342464,1971481.292349855,141131.17640528883,retirement account,0.07352535245258209
624,private,single family house,1071096.7444476907,1286023.4906378738,70080.68579370248,retirement account,0.05211129837956856
625,private,single family house,717318.6769370235,825271.514985134,93646.0698499517,retirement account,0.03817616468203271
626,private,single family house,2202766.0209509674,3095597.3644473515,0.0,none,0.0
627,private,single family house,1588461.3042720591,1973323.1221878247,0.0,none,0.0
628,private,single family house,980109.1744894147,1234724.4432073317,0.0,none,0.08646361470566956
629,private,single family house,580529.2347900887,692106.6569393367,76134.04903321282,retirement account,0.06712773829260626
630,private,single family house,247821.38254406888,287552.7411750331,13561.454962318368,retirement account,0.04268924296475226
631,private,single family house,973826.7715019372,1167820.9398251998,35580.73273960915,retirement account,0.06395787252325476
632,private,single family house,1210589.134932768,1473816.734458274,39300.41715368958,retirement account,0.0
633,private,single family house,638819.9832975833,698802.0124292533,63642.649057499286,retirement account,0.09208747015306308
634,private,single family house,1776319.7869312025,2290369.450439414,0.0,none,0.009747152710153273
635,private,single family house,675099.7877515032,842100.3535981149,26628.717764019148,retirement account,0.23563103822570158
636,private,single family house,630167.6468184489,799431.015520228,0.0,none,0.0
637,private,single family house,1128715.4771397547,1434668.9275705353,0.0,none,0.33320400373979975
638,private,single family house,895021.723447941,1051331.661163177,15786.927614320191,retirement account,0.0
639,private,single family house,1835131.0928969516,2320086.884295757,11324.957022182678,retirement account,0.0
640,private,single family house,1402641.2664658742,1899809.5682541642,0.0,none,0.0013063673302230114
641,private,single family house,866904.2252399413,1061156.706833465,77924.75740268957,retirement account,0.0
642,private,single family house,1221163.354438284,1475299.1474416575,0.0,none,0.0
643,private,single family house,1471950.202239722,1792403.4273855253,45679.02312230724,retirement account,0.0
644,private,single family house,1340950.309293258,1533312.223180956,251775.99890958687,retirement account,0.030288015786215105
645,private,single family house,490525.7188214898,512867.8222147231,69607.65958893835,retirement account,0.09752609472598978
646,private,single family house,2063935.224713336,2595455.8014084655,80942.43078269818,retirement account,0.0
647,private,single family house,1340928.691006194,1784238.1178857095,0.0,none,0.28327783479164625
648,private,single family house,689069.4445511556,911836.3810901588,16630.551899812,retirement account,0.0
649,private,single family house,2333128.8124996684,2456521.243488692,464030.050277346,retirement account,0.07378767351941645
650,private,single family house,1622466.4944204239,1985909.5535035296,0.0,none,0.24529911700698726
651,private,single family house,1455935.0979308644,1728462.5270818525,121292.723901942,retirement account,0.101592946683959
652,private,single family house,2985091.0885685035,3947327.1512645893,0.0,none,0.0
653,private,single family house,1127028.4748853473,1440268.3156570103,0.0,none,0.0
654,private,single family house,834989.3523923883,992109.3273183134,131862.45521772126,retirement account,0.12467476384813907
655,private,single family house,1235457.0346919869,1646403.1636692733,0.0,none,0.0
656,private,single family house,638555.8385770647,820534.281591499,0.0,none,0.0
657,private,single family house,896860.3805708223,1160446.7559410224,0.0,none,0.05461339046865463
658,private,single family house,430062.09363356687,485172.9377983276,42878.475132461375,retirement account,0.054649100680473656
659,private,single family house,1342527.364906317,1933279.2438342378,0.0,none,0.0
660,private,single family house,1372884.834740329,1492710.8897355138,311040.21461056144,retirement account,0.041619423243246696
661,private,single family house,1560785.5673660743,1891080.7791155307,138544.7220711006,retirement account,0.0
662,private,single family house,950990.2973377646,1131764.4383694564,99032.23944561994,retirement account,0.0
663,private,single family house,257973.64332606358,303603.8950691629,26038.822669930938,retirement account,0.0
664,private,single family house,1132573.8312031887,1359378.3959150312,7964.517189820908,retirement account,0.2997593690966027
665,private,single family house,1164927.0975387606,1552596.8238721061,0.0,none,0.10414916696085277
666,private,single family house,1524121.2366619962,1943567.160259315,79557.75829180286,retirement account,0.0
667,private,single family house,598645.473379804,784081.3657629581,0.0,none,0.045622172126650415
668,private,single family house,1147926.4472746004,1440955.9038240304,0.0,none,0.23317369109336022
669,private,single family house,1624797.858486049,1901529.2309837362,184166.95520679848,retirement account,0.11684535585560447
670,private,single family house,2250515.639364891,2782099.8309346973,103768.33216264639,retirement account,0.0
671,private,single family house,472258.25389184174,571078.107855336,2323.234095184438,retirement account,0.1718582151554429
672,private,single family house,715591.5130457783,924236.7994063266,44796.03484038041,retirement account,0.10994158657973177
673,private,single family house,1505678.9123702424,1620574.1452558644,365060.2600923357,retirement account,0.1892499373475577
674,private,single family house,2388005.7972570336,2897319.889243573,48336.69249268855,retirement account,0.2528567076756136
675,private,single family house,1285142.1654257032,1656216.6558564021,0.0,none,0.1101338960024282
676,private,single family house,682007.6291005845,868968.5674227065,0.0,none,0.0
677,private,single family house,2389363.4127008105,2871674.175037715,219513.13238051484,retirement account,0.0662790814780657
678,private,single family house,358419.109294802,450327.3420923126,12073.182904566918,retirement account,0.05200865010566734
679,private,single family house,796271.1305836287,1115824.4551438128,0.0,none,0.0
680,private,single family house,2117701.5802627616,2499217.58050121,143073.30572683678,retirement account,0.0
681,private,single family house,4509275.383539531,5227270.26869791,735672.5778123873,retirement account,0.12185073610322397
682,private,single family house,1706658.590546312,2226558.8969093584,0.0,none,0.0
683,private,single family house,1569030.9032975018,2067522.2213894008,0.0,none,0.0
684,private,single family house,1172771.6801731535,1390296.3095190106,108232.71016307834,retirement account,0.0
685,private,single family house,1756916.8264866825,2388840.9846846187,0.0,none,0.0
686,private,single family house,1626535.1631012291,1890802.108775083,95473.94911705222,retirement account,0.0314113439351499
687,private,single family house,1386615.440400419,1791540.583018668,0.0,none,0.0
688,private,single family house,797243.3685735492,1000111.110716863,6447.152912807659,retirement account,0.0
689,private,single family house,968485.2325676231,1184066.6568230789,0.0,none,0.1856738611742106
690,private,single family house,840682.7118348308,1097691.329255697,12440.666660127552,retirement account,0.0
691,private,single family house,1319953.0208854584,1538039.6550630156,96694.60960087109,retirement account,0.1598152493056317
692,private,single family house,1197253.0658671542,1525498.215577185,0.0,none,0.0
693,private,single family house,2574769.2687500645,2914071.36585703,284419.15927889,retirement account,0.13977518917047208
694,private,single family house,1280852.5677757824,1599478.4570062114,44685.55294756827,retirement account,0.0
695,private,single family house,816441.4963264546,1048481.1703442816,15345.159738306978,retirement account,0.0
696,private,single family house,1008855.968026374,1330802.1895178447,0.0,none,0.0
